label,count,mean,std,min,25%,50%,75%,max
case,74836.0,-0.10306156701587013,0.5548074808287567,-2.3023025046385337,-0.4761581533555363,-0.10226668709612424,0.27092290855578066,2.7192946241292537
control,128851.0,0.8028800587242517,0.5606712039506206,-1.6993519470360443,0.4225964176187434,0.8001560784412293,1.1806525875814233,3.5645266117617815
